AR;Cidade;Código do Hawb;Data de Postagem;Data de Recebimento;Dias em transferência;Data Pre-Entrega(Lista);data SLA;Data Tentativa 1;Data do Último Status;Franquia Atual;Franquia de Destino;Franquia de Origem;Motivo de Devolução;Produto;Tipo de Baixa;Transfer;Transfer Esporádico;UF;Último Status
1325791412074-01;Paracatu;5276725082;18/04/2023 16:45;24/04/2023 07:43;5;24/04/2023 17:09;26/04/2023 23:59;24/04/2023 19:18;26/04/2023 19:51;RAT;RAT;SEI;;Standard;EWX;1680550;;MG;Em procedimento de retorno
1325701412044-01;Brasília;5276725300;18/04/2023 16:46;24/04/2023 08:19;5;24/04/2023 12:01;26/04/2023 23:59;24/04/2023 21:11;26/04/2023 13:42;SBD;SBD;SEI;;Standard;EWX;1681740;;DF;Em procedimento de retorno
1325641411946-01;Uberlândia;5276725377;18/04/2023 16:47;24/04/2023 14:08;5;25/04/2023 12:23;26/04/2023 23:59;25/04/2023 15:22;26/04/2023 12:34;UBL;UBL;SEI;;Standard;EWX;1664223;;MG;Em procedimento de retorno
1324631411006-01;São Luís;5276725537;18/04/2023 16:48;24/04/2023 14:46;5;26/04/2023 11:49;26/04/2023 23:59;27/04/2023 08:03;15/05/2023 18:08;SLD;SLD;SEI;;Standard;EWX;1663211;;MA;Em procedimento de retorno
1325891412197-01;Natal;5280941341;20/04/2023 00:01;26/04/2023 16:41;5;27/04/2023 10:23;28/04/2023 23:59;27/04/2023 15:24;28/04/2023 12:21;NTL;NTL;SEI;;Standard;EWX;1680305;;RN;Em procedimento de retorno
1326051412291-01;Belém;5284919734;20/04/2023 17:31;26/04/2023 09:51;5;27/04/2023 12:06;28/04/2023 23:59;27/04/2023 16:57;27/04/2023 18:39;HAF;HAF;SEI;;Standard;EWX;1674081;;PA;Em procedimento de retorno
1326041412287-01;Natal;5284919756;26/04/2023 00:01;02/05/2023 17:48;5;03/05/2023 12:23;04/05/2023 23:59;03/05/2023 17:26;08/05/2023 15:52;NTA;NTA;SEI;;Standard;EWX;1688834;;RN;Em procedimento de retorno
1327841413591-01;São João Del Rei;5306460861;27/04/2023 17:27;03/05/2023 09:11;5;03/05/2023 13:18;05/05/2023 23:59;03/05/2023 16:48;05/05/2023 14:30;SJD;SJD;SEI;;Standard;EWX;1688981;;MG;Em procedimento de retorno
1327791413511-01;Londrina;5306463655;27/04/2023 17:30;03/05/2023 07:56;5;03/05/2023 11:15;05/05/2023 23:59;03/05/2023 19:40;15/05/2023 17:30;LDB;LDB;SEI;;Standard;EWX;1676362;;PR;Em procedimento de retorno
1328951414665-01;Curitiba;5316345188;03/05/2023 16:58;09/05/2023 06:00;5;09/05/2023 15:04;10/05/2023 23:59;09/05/2023 16:30;10/05/2023 11:39;ZUC;ZUC;SEI;;Standard;EWX;1694791;;PR;Em procedimento de retorno
1328571414428-01;Vila Velha;5316345280;02/05/2023 13:35;08/05/2023 12:36;5;09/05/2023 12:09;09/05/2023 23:59;09/05/2023 19:54;15/05/2023 17:36;PSE;PSE;SEI;;Standard;EWX;1677546;1679012;ES;Em procedimento de retorno
1328231414027-01;Gurupi;5316345439;03/05/2023 16:51;09/05/2023 00:12;5;09/05/2023 17:27;10/05/2023 23:59;09/05/2023 17:38;15/05/2023 01:19;GUR;GUR;SEI;;Standard;EWX;1694024;;TO;Em procedimento de retorno
1329231414895-01;Cuiabá;5322573212;03/05/2023 16:54;09/05/2023 14:57;5;10/05/2023 13:10;10/05/2023 23:59;10/05/2023 19:47;13/05/2023 18:27;CGB;CGB;SEI;;Standard;EWX;1681157;;MT;Em procedimento de retorno
1329531415244-01;Paço do Lumiar;5326908337;05/05/2023 17:35;11/05/2023 14:38;5;12/05/2023 11:02;12/05/2023 23:59;13/05/2023 09:37;15/05/2023 18:06;SLD;SLD;SEI;;Standard;EWX;1682509;1684758;MA;Em procedimento de retorno
1329751415454-01;União da Vitória;5331388461;10/05/2023 16:22;16/05/2023 19:49;5;17/05/2023 11:31;17/05/2023 23:59;17/05/2023 19:51;17/05/2023 19:51;UVA;UVA;SEI;;Standard;EWX;1692732;;PR;Entrega registrada
1329871415543-01;Rondonópolis;5331486824;10/05/2023 16:23;16/05/2023 11:54;5;16/05/2023 12:26;17/05/2023 23:59;16/05/2023 17:28;16/05/2023 17:28;ROO;ROO;SEI;;Standard;EWX;1690012;;MT;Entrega registrada
1330141415820-01;Viana;5337144969;08/05/2023 15:42;12/05/2023 14:18;5;15/05/2023 11:46;15/05/2023 23:59;16/05/2023 09:50;16/05/2023 09:50;PSE;PSE;SEI;;Standard;EWX;1684833;1686386;ES;Entrega registrada
1330721416316-01;Brasília;5341883173;09/05/2023 15:53;15/05/2023 08:38;5;15/05/2023 13:53;16/05/2023 23:59;16/05/2023 09:14;16/05/2023 15:57;SOL;SOL;SEI;;Standard;EWX;1688992;;DF;Em procedimento de retorno
1330691416257-01;Alfenas;5341883242;09/05/2023 15:51;15/05/2023 18:00;5;16/05/2023 13:00;16/05/2023 23:59;16/05/2023 17:29;18/05/2023 21:56;AFS;AFS;SEI;;Standard;EWX;1688752;;MG;Em procedimento de retorno
1331001416862-01;Mineiros;5346397492;11/05/2023 17:13;17/05/2023 13:12;5;19/05/2023 17:19;18/05/2023 23:59;18/05/2023 22:17;20/05/2023 02:23;MIN;MIN;SEI;;Standard;EWX;1701339;;GO;Em procedimento de retorno
1330971416550-01;Brasília;5346559345;15/05/2023 17:07;19/05/2023 08:17;5;20/05/2023 10:55;22/05/2023 23:59;20/05/2023 21:38;22/05/2023 17:37;SOL;SOL;SEI;;Standard;EWX;1696085;;DF;Ciclo Operacional Encerrado
1330961416532-01;Porto Velho;5346559367;11/05/2023 17:12;17/05/2023 16:15;5;18/05/2023 11:52;18/05/2023 23:59;19/05/2023 12:45;22/05/2023 10:35;PVE;PVE;SEI;;Standard;EWX;1691230;;RO;Ciclo Operacional Encerrado
1330931416489-01;São Lourenço;5346559390;11/05/2023 17:16;17/05/2023 12:16;5;18/05/2023 15:46;18/05/2023 23:59;18/05/2023 14:58;22/05/2023 08:21;SLN;SLN;SEI;;Standard;EWX;1692593;;MG;Ciclo Operacional Encerrado
1331001416844-01;Palmas;5346559798;12/05/2023 17:48;18/05/2023 16:16;5;19/05/2023 13:26;19/05/2023 23:59;19/05/2023 15:04;22/05/2023 08:34;PMA;PMA;SEI;;Standard;EWX;1695007;;TO;Ciclo Operacional Encerrado
1331001416842-01;Aracaju;5346559812;11/05/2023 17:18;17/05/2023 14:59;5;18/05/2023 11:17;18/05/2023 23:59;18/05/2023 17:44;20/05/2023 16:06;MAJ;MAJ;SEI;;Standard;EWX;1691182;;SE;Em procedimento de retorno
1331211418181-01;BRASILIA;5350227467;12/05/2023 17:47;18/05/2023 09:42;5;18/05/2023 13:23;19/05/2023 23:59;19/05/2023 10:13;19/05/2023 16:15;SOL;SOL;SEI;;Standard;EWX;1694487;;DF;Em procedimento de retorno
1331211418171-01;Valparaíso de Goiás;5350227478;12/05/2023 17:49;18/05/2023 08:21;5;18/05/2023 11:05;19/05/2023 23:59;19/05/2023 10:17;20/05/2023 16:19;SGI;SGI;SEI;;Standard;EWX;1694505;;GO;Em procedimento de retorno
1331181417965-01;Manaus;5350227605;15/05/2023 17:23;20/05/2023 16:51;5;22/05/2023 08:55;22/05/2023 23:59;22/05/2023 17:35;22/05/2023 17:40;FOG;FOG;SEI;;Standard;EWX;1695321;;AM;Ciclo Operacional Encerrado
1331171417933-01;Maceió;5350227616;15/05/2023 17:20;19/05/2023 16:03;5;20/05/2023 12:53;22/05/2023 23:59;20/05/2023 14:28;22/05/2023 10:12;DJR;DJR;SEI;;Standard;EWX;1695152;;AL;Ciclo Operacional Encerrado
1331111417392-01;Palmas;5350228471;12/05/2023 17:46;18/05/2023 16:16;5;19/05/2023 14:25;19/05/2023 23:59;19/05/2023 17:41;22/05/2023 08:19;PMA;PMA;SEI;;Standard;EWX;1695007;;TO;Ciclo Operacional Encerrado
1331511419017-01;Vila Velha;5353676928;15/05/2023 17:16;20/05/2023 11:51;5;;22/05/2023 23:59;22/05/2023 18:51;22/05/2023 18:51;PSE;PSE;SEI;Atraso no Roteiro (Programado nova tentativa);Standard;;1693415;1695322;ES;Programado Nova Tentativa
1331471418991-01;Manaus;5353676951;15/05/2023 17:27;20/05/2023 16:52;5;22/05/2023 13:31;22/05/2023 23:59;22/05/2023 18:19;22/05/2023 18:25;FOG;FOG;SEI;;Standard;EWX;1695321;;AM;Ciclo Operacional Encerrado
1331441418890-01;Campo Mourão;5353676973;15/05/2023 17:21;19/05/2023 18:53;5;22/05/2023 10:46;22/05/2023 23:59;22/05/2023 16:13;22/05/2023 16:38;CBW;CBW;SEI;;Standard;EWX;1697516;;PR;Ciclo Operacional Encerrado
1331421418817-01;Sant'Ana do Livramento;5353676995;15/05/2023 17:20;21/05/2023 22:52;5;22/05/2023 16:27;22/05/2023 23:59;22/05/2023 19:12;22/05/2023 19:12;STL;STL;SEI;;Standard;EWX;1698616;;RS;Entrega registrada
1331411418735-01;Cuiabá;5353677078;15/05/2023 17:27;20/05/2023 16:15;5;22/05/2023 10:32;22/05/2023 23:59;22/05/2023 16:53;22/05/2023 17:52;VGR;VGR;SEI;;Standard;EWX;1695128;;MT;Ciclo Operacional Encerrado
1331381418627-01;São João Del Rei;5353677147;15/05/2023 17:01;19/05/2023 08:59;5;19/05/2023 12:40;22/05/2023 23:59;19/05/2023 14:51;19/05/2023 20:29;SJD;SJD;SEI;;Standard;EWX;1701568;;MG;Em procedimento de retorno
1331371418610-01;Brasília;5353677158;12/05/2023 17:47;18/05/2023 07:33;5;18/05/2023 10:57;19/05/2023 23:59;18/05/2023 11:34;22/05/2023 10:34;BIA;BIA;SEI;;Standard;EWX;1694425;;DF;Ciclo Operacional Encerrado
1331341418445-01;Cuiabá;5353677250;15/05/2023 17:26;20/05/2023 16:15;5;;22/05/2023 23:59;22/05/2023 19:32;23/05/2023 07:37;VGR;VGR;SEI;;Standard;;1695128;;MT;Entrega em andamento (na rua)
1331181417960-01;Maceió;5353677363;15/05/2023 17:00;19/05/2023 16:04;5;20/05/2023 08:24;22/05/2023 23:59;20/05/2023 15:16;22/05/2023 09:55;DJR;DJR;SEI;;Standard;EWX;1695152;;AL;Ciclo Operacional Encerrado
1331031416930-01;Criciúma;5353677409;16/05/2023 17:43;22/05/2023 14:54;5;;23/05/2023 23:59;;23/05/2023 09:53;SCC;SCC;SEI;;Standard;;1697645;;SC;Entrega em andamento (na rua)
1331601419180-01;Brasília;5356972338;15/05/2023 17:02;19/05/2023 08:43;5;19/05/2023 12:39;22/05/2023 23:59;19/05/2023 18:09;21/05/2023 23:37;BIA;BIA;SEI;;Standard;EWX;1696019;;DF;Ciclo Operacional Encerrado
1331421418788-01;Rondonópolis;5356972452;15/05/2023 17:00;20/05/2023 08:25;5;22/05/2023 20:18;22/05/2023 23:59;22/05/2023 20:18;22/05/2023 20:18;ROO;ROO;SEI;;Standard;;1695514;;MT;Entrega registrada
1331371418583-01;Pedra Preta;5356972463;15/05/2023 16:55;20/05/2023 08:25;5;;22/05/2023 23:59;;20/05/2023 08:25;ROO;ROO;SEI;;Standard;;1695514;;MT;OBJETO Recebido
1331221418255-01;Campo Grande;5356972474;15/05/2023 17:11;19/05/2023 19:21;5;22/05/2023 12:16;22/05/2023 23:59;22/05/2023 18:04;22/05/2023 18:08;CGR;CGR;SEI;;Standard;EWX;1695704;;MS;Ciclo Operacional Encerrado
1331691419585-01;Brasília;5356989695;15/05/2023 17:00;19/05/2023 08:17;5;19/05/2023 13:47;22/05/2023 23:59;20/05/2023 07:57;22/05/2023 17:37;SOL;SOL;SEI;;Standard;EWX;1696085;;DF;Ciclo Operacional Encerrado
1331671419497-01;Passo Fundo;5356989742;15/05/2023 17:22;20/05/2023 11:15;5;22/05/2023 11:01;22/05/2023 23:59;22/05/2023 19:19;22/05/2023 19:19;CDN;CDN;SEI;;Standard;EWX;1698600;;RS;Entrega registrada
1331671419484-01;Várzea Grande;5356989753;15/05/2023 17:07;20/05/2023 16:15;5;22/05/2023 09:31;22/05/2023 23:59;22/05/2023 19:15;22/05/2023 19:15;VGR;VGR;SEI;;Standard;EWX;1695128;;MT;Entrega registrada
1331671419474-01;Anápolis;5356989797;15/05/2023 17:21;19/05/2023 14:02;5;22/05/2023 12:12;22/05/2023 23:59;22/05/2023 18:17;22/05/2023 18:17;API;API;SEI;;Standard;EWX;1696158;;GO;Entrega registrada
1331631419315-01;Caraguatatuba;5356989866;15/05/2023 17:12;19/05/2023 07:05;5;20/05/2023 10:10;22/05/2023 23:59;19/05/2023 23:49;22/05/2023 09:55;CRB;CRB;SEI;;Standard;EWX;1697442;;SP;Ciclo Operacional Encerrado
1331621419284-01;Manaus;5356989877;15/05/2023 17:25;20/05/2023 16:52;5;22/05/2023 09:46;22/05/2023 23:59;22/05/2023 19:35;23/05/2023 09:16;FOG;FOG;SEI;;Standard;EWX;1695321;;AM;Ciclo Operacional Encerrado
1331621419257-01;Curitiba;5356989902;15/05/2023 17:04;19/05/2023 06:11;5;19/05/2023 19:16;22/05/2023 23:59;20/05/2023 10:00;22/05/2023 09:36;CTA;CTA;SEI;;Standard;EWX;1697641;;PR;Ciclo Operacional Encerrado
1331611419229-01;Brasília;5356989946;15/05/2023 17:05;19/05/2023 08:43;5;19/05/2023 15:07;22/05/2023 23:59;19/05/2023 17:29;21/05/2023 23:37;BIA;BIA;SEI;;Standard;EWX;1696019;;DF;Ciclo Operacional Encerrado
1331931420346-01;Patos de Minas;5360013946;16/05/2023 17:43;22/05/2023 15:33;5;;23/05/2023 23:59;;22/05/2023 15:33;PDM;PDM;SEI;;Standard;;1698909;;MG;OBJETO Recebido
1331831419825-01;Maringá;5360014585;16/05/2023 17:43;22/05/2023 08:21;5;22/05/2023 18:12;23/05/2023 23:59;22/05/2023 19:21;22/05/2023 19:21;EOS;EOS;SEI;;Standard;EWX;1699104;;PR;Entrega registrada
1331821419766-01;Serra;5360014621;16/05/2023 17:43;22/05/2023 13:17;5;23/05/2023 10:02;23/05/2023 23:59;;23/05/2023 10:05;ESL;ESL;SEI;;Standard;EWX;1694943;1700308;ES;Entrega registrada via RT
1331791419699-01;Brasília;5360337521;16/05/2023 17:45;22/05/2023 08:12;5;22/05/2023 22:10;23/05/2023 23:59;;22/05/2023 22:16;SOL;SOL;SEI;;Standard;EWX;1699366;;DF;Entrega registrada via RT
1332681421789-01;Vitória;5368726715;17/05/2023 16:42;23/05/2023 07:47;5;;24/05/2023 23:59;;23/05/2023 09:53;VTA;VTA;SEI;;Standard;;1696582;1700123;ES;Entrega em andamento (na rua)
1318701405398-01;Brasília;5185474849;20/03/2023 16:49;23/03/2023 08:26;4;23/03/2023 17:11;27/03/2023 23:59;24/03/2023 09:38;24/03/2023 14:02;SOL;SOL;SEI;;Standard;EWX;1634951;;DF;Em procedimento de retorno
1318141404986-01;BRASILIA;5185474883;20/03/2023 16:47;23/03/2023 16:38;4;24/03/2023 13:38;27/03/2023 23:59;24/03/2023 17:08;27/03/2023 11:00;BRL;BRL;SEI;;Standard;EWX;1634951;;DF;Em procedimento de retorno
1318681405382-01;Vitória;5185474907;20/03/2023 16:49;23/03/2023 14:43;4;24/03/2023 11:39;27/03/2023 23:59;24/03/2023 19:30;29/03/2023 13:38;PSE;PSE;SEI;;Standard;EWX;1626140;;ES;Em procedimento de retorno
1318131404968-01;Vila Velha;5185474930;21/03/2023 16:53;24/03/2023 14:11;4;27/03/2023 09:52;28/03/2023 23:59;27/03/2023 14:08;29/03/2023 13:38;PSE;PSE;SEI;;Standard;EWX;1627822;;ES;Em procedimento de retorno
1318371405150-01;FORMOSA;5185475002;20/03/2023 16:48;23/03/2023 09:43;4;23/03/2023 17:15;27/03/2023 23:59;23/03/2023 18:35;24/03/2023 15:36;FMO;FMO;SEI;;Standard;EWX;1625795;;GO;Em procedimento de retorno
1318271405110-01;Florianópolis;5185475557;20/03/2023 16:46;23/03/2023 15:26;4;24/03/2023 11:22;27/03/2023 23:59;24/03/2023 17:21;31/03/2023 13:56;FPI;FPI;SEI;;Standard;EWX;1641762;;SC;Em procedimento de retorno
1318491405268-01;Macapá;5185475568;21/03/2023 16:53;24/03/2023 13:59;4;28/03/2023 10:43;28/03/2023 23:59;27/03/2023 17:54;28/03/2023 18:44;MCP;MCP;SEI;;Standard;EWX;1647444;;AP;Em procedimento de retorno
1318141404988-01;Londrina;5185475615;20/03/2023 16:48;23/03/2023 08:00;4;23/03/2023 10:19;27/03/2023 23:59;23/03/2023 16:06;27/03/2023 14:57;LOD;LOD;SEI;;Standard;EWX;1658778;;PR;Em procedimento de retorno
1318941405593-01;Feira de Santana;5189581730;21/03/2023 16:53;24/03/2023 17:39;4;25/03/2023 13:05;28/03/2023 23:59;25/03/2023 13:59;27/03/2023 10:56;FSA;FSA;SEI;;Standard;EWX;1630979;;BA;Em procedimento de retorno
1318911405555-01;São Cristóvão;5189581752;21/03/2023 16:52;24/03/2023 15:45;4;24/03/2023 16:46;28/03/2023 23:59;24/03/2023 22:12;27/03/2023 12:10;NSS;NSS;SEI;;Standard;EWX;1627900;;SE;Em procedimento de retorno
1318881405531-01;Cascavel;5189581763;21/03/2023 16:52;24/03/2023 08:13;4;03/04/2023 13:55;28/03/2023 23:59;25/03/2023 14:27;04/04/2023 16:40;CAC;CAC;SEI;;Standard;EWX;1680673;;PR;Em procedimento de retorno
1318881405529-01;Cuiabá;5189581774;21/03/2023 16:53;24/03/2023 14:53;4;27/03/2023 13:57;28/03/2023 23:59;27/03/2023 20:42;28/03/2023 17:06;CGB;CGB;SEI;;Standard;EWX;1681804;1628165;MT;Em procedimento de retorno
1318851405486-01;Ponta Grossa;5189581796;21/03/2023 16:52;24/03/2023 09:54;4;24/03/2023 13:58;28/03/2023 23:59;24/03/2023 17:19;30/03/2023 12:50;PGR;PGR;SEI;;Standard;EWX;1647450;;PR;Em procedimento de retorno
1318701405404-01;Montes Claros;5189581809;22/03/2023 15:42;27/03/2023 15:20;4;28/03/2023 12:42;29/03/2023 23:59;28/03/2023 17:19;29/03/2023 10:55;MCL;MCL;SEI;;Standard;EWX;1647370;;MG;Em procedimento de retorno
1319311405873-01;Luziânia;5193866415;22/03/2023 15:41;27/03/2023 07:23;4;28/03/2023 13:58;29/03/2023 23:59;27/03/2023 19:31;29/03/2023 14:25;LZA;LZA;SEI;;Standard;EWX;1639679;;GO;Em procedimento de retorno
1319231405860-01;CAMACARI;5193866426;22/03/2023 15:41;27/03/2023 08:03;4;30/03/2023 10:52;29/03/2023 23:59;28/03/2023 14:06;30/03/2023 16:16;CCI;CCI;SEI;;Standard;EWX;1652902;;BA;Em procedimento de retorno
1319171405791-01;Macapá;5193866448;22/03/2023 15:41;27/03/2023 14:06;4;28/03/2023 10:10;29/03/2023 23:59;28/03/2023 14:28;28/03/2023 16:26;MCP;MCP;SEI;;Standard;EWX;1647444;;AP;Em procedimento de retorno
1319161405775-01;Londrina;5193866459;22/03/2023 15:41;27/03/2023 08:22;4;28/03/2023 11:21;29/03/2023 23:59;27/03/2023 15:40;31/03/2023 15:44;LOD;LOD;SEI;;Standard;EWX;1658778;;PR;Em procedimento de retorno
1319121405708-01;Maceió;5193866471;22/03/2023 15:42;27/03/2023 13:01;4;27/03/2023 19:03;29/03/2023 23:59;27/03/2023 19:18;28/03/2023 14:12;DJR;DJR;SEI;;Standard;EWX;1635100;;AL;Em procedimento de retorno
1319891406430-01;São José;5207475051;28/03/2023 17:42;31/03/2023 10:52;4;01/04/2023 09:53;04/04/2023 23:59;01/04/2023 19:15;06/04/2023 15:02;FRP;FRP;SEI;;Standard;EWX;1651717;;SC;Em procedimento de retorno
1320811407027-01;Campo Grande;5212780712;29/03/2023 15:58;03/04/2023 18:43;4;04/04/2023 09:44;05/04/2023 23:59;04/04/2023 18:56;04/04/2023 21:38;CGR;CGR;SEI;;Standard;EWX;1646930;1637861;MS;Em procedimento de retorno
1320881407127-01;Belo Horizonte;5215589831;29/03/2023 15:58;03/04/2023 08:36;4;03/04/2023 13:05;05/04/2023 23:59;01/04/2023 09:28;05/04/2023 13:07;BHR;BHR;SEI;;Standard;EWX;1659314;;MG;Em procedimento de retorno
5239566627;Brasília;5215589842;29/03/2023 16:00;03/04/2023 07:50;4;;05/04/2023 23:59;03/04/2023 19:59;05/04/2023 15:48;SBD;SBD;SEI;Falta o Bairro/Lote/Quadra;Standard;DWR;1641172;;DF;Ciclo Operacional Encerrado
1320871407116-01;Campo Grande;5215924536;29/03/2023 15:59;03/04/2023 18:43;4;04/04/2023 15:00;05/04/2023 23:59;04/04/2023 19:46;04/04/2023 21:38;CGR;CGR;SEI;;Standard;EWX;1646930;1637861;MS;Em procedimento de retorno
1321111407349-01;Paracatu;5219645401;30/03/2023 16:03;04/04/2023 09:13;4;05/04/2023 09:49;06/04/2023 23:59;04/04/2023 18:37;06/04/2023 19:58;RAT;RAT;SEI;;Standard;EWX;1653401;;MG;Em procedimento de retorno
1321071407299-01;Manaus;5219645514;30/03/2023 16:01;04/04/2023 16:41;4;05/04/2023 13:18;06/04/2023 23:59;05/04/2023 19:04;06/04/2023 10:55;FOG;FOG;SEI;;Standard;EWX;1650191;;AM;Em procedimento de retorno
1321381407578-01;BRASILIA;5223529127;31/03/2023 17:44;05/04/2023 07:32;4;05/04/2023 12:48;10/04/2023 23:59;06/04/2023 09:44;06/04/2023 13:24;SOL;SOL;SEI;;Standard;EWX;1651367;;DF;Em procedimento de retorno
1322001408018-01;Brasília;5229896592;03/04/2023 16:33;06/04/2023 08:08;4;06/04/2023 13:22;11/04/2023 23:59;06/04/2023 21:23;11/04/2023 16:19;SOL;SOL;SEI;;Standard;EWX;1670608;;DF;Em procedimento de retorno
1322081408147-01;Salvador;5229896649;03/04/2023 16:38;06/04/2023 07:18;4;08/04/2023 15:02;11/04/2023 23:59;06/04/2023 17:58;10/04/2023 10:53;AUL;AUL;SEI;;Standard;EWX;1654593;;BA;Em procedimento de retorno
1322071408129-01;Salvador;5229896661;03/04/2023 16:38;06/04/2023 07:18;4;06/04/2023 14:31;11/04/2023 23:59;06/04/2023 17:38;06/04/2023 18:12;AUL;AUL;SEI;;Standard;EWX;1654593;;BA;Em procedimento de retorno
1321851407921-01;Foz do Iguaçu;5229896707;03/04/2023 16:34;06/04/2023 14:01;4;10/04/2023 12:03;11/04/2023 23:59;11/04/2023 05:24;26/04/2023 13:31;IGU;IGU;SEI;;Standard;EWX;1682265;;PR;Em procedimento de retorno
1321771407831-01;Maringá;5229896843;03/04/2023 16:30;06/04/2023 08:25;4;06/04/2023 13:52;11/04/2023 23:59;06/04/2023 18:17;10/04/2023 13:18;EOS;EOS;SEI;;Standard;EWX;1669229;;PR;Em procedimento de retorno
1321541407682-01;Campo Grande;5230135946;03/04/2023 16:27;06/04/2023 19:09;4;08/04/2023 08:29;11/04/2023 23:59;08/04/2023 17:26;08/04/2023 19:50;CGR;CGR;SEI;;Standard;EWX;1651318;1643764;MS;Em procedimento de retorno
1322261408314-01;Salto;5234580503;05/04/2023 15:45;10/04/2023 06:40;4;10/04/2023 12:34;13/04/2023 23:59;11/04/2023 09:34;12/04/2023 07:33;SLT;SLT;SEI;;Standard;EWX;1662702;;SP;Em procedimento de retorno
1321851407915-01;Araguari;5234580547;05/04/2023 15:49;10/04/2023 11:37;4;11/04/2023 16:18;13/04/2023 23:59;11/04/2023 19:47;14/04/2023 20:06;UBL;UBL;SEI;;Standard;EWX;1647159;;MG;Em procedimento de retorno
1322601408752-01;Porto Velho;5238541311;05/04/2023 15:47;10/04/2023 08:17;4;13/04/2023 08:08;13/04/2023 23:59;12/04/2023 17:39;17/04/2023 20:27;PVE;PVE;SEI;;Standard;EWX;1663775;;RO;Em procedimento de retorno
1322561408684-01;Campo Grande;5238541377;05/04/2023 15:49;10/04/2023 20:00;4;17/04/2023 13:17;13/04/2023 23:59;13/04/2023 21:14;17/04/2023 21:06;CGR;CGR;SEI;;Standard;EWX;1660532;1646929;MS;Em procedimento de retorno
1322541408657-01;São Luís;5238541388;05/04/2023 15:47;10/04/2023 08:03;4;10/04/2023 13:09;13/04/2023 23:59;10/04/2023 18:26;11/04/2023 16:13;SIS;SIS;SEI;;Standard;EWX;1647910;;MA;Em procedimento de retorno
1322501408575-01;Brasília;5238542198;05/04/2023 15:48;10/04/2023 09:44;4;10/04/2023 13:13;13/04/2023 23:59;10/04/2023 17:48;11/04/2023 15:19;VGO;VGO;SEI;;Standard;EWX;1662414;;DF;Em procedimento de retorno
1322451408508-01;Guaratinguetá;5238542212;05/04/2023 15:51;10/04/2023 08:36;4;11/04/2023 12:36;13/04/2023 23:59;11/04/2023 18:15;12/05/2023 17:02;LAN;LAN;SEI;;Standard;EWX;1694816;;SP;Em procedimento de retorno
1322691408808-01;Unaí;5243008330;11/04/2023 15:39;14/04/2023 16:10;4;15/04/2023 08:55;18/04/2023 23:59;15/04/2023 12:12;15/04/2023 20:50;UNI;UNI;SEI;;Standard;EWX;1654661;;MG;Em procedimento de retorno
1322551408680-01;Serra;5243008385;06/04/2023 16:29;11/04/2023 12:11;4;12/04/2023 09:05;14/04/2023 23:59;12/04/2023 14:06;12/04/2023 15:29;ESL;ESL;SEI;;Standard;EWX;1650078;1656421;ES;Em procedimento de retorno
1322961409129-01;Palmas;5249913476;12/04/2023 16:19;17/04/2023 16:22;4;18/04/2023 10:23;19/04/2023 23:59;18/04/2023 17:53;19/04/2023 09:46;PMA;PMA;SEI;;Standard;EWX;1668704;;TO;Em procedimento de retorno
1323711410066-01;Natal;5249913841;10/04/2023 17:04;13/04/2023 17:37;4;14/04/2023 13:59;17/04/2023 23:59;14/04/2023 16:54;14/04/2023 17:38;NTL;NTL;SEI;;Standard;EWX;1666846;;RN;Em procedimento de retorno
1323551409964-01;BRASILIA;5249913896;10/04/2023 17:03;13/04/2023 07:53;4;13/04/2023 13:01;17/04/2023 23:59;14/04/2023 08:43;17/04/2023 15:42;SOL;SOL;SEI;;Standard;EWX;1670608;;DF;Em procedimento de retorno
1323481409863-01;Campo Mourão;5249913954;12/04/2023 16:23;17/04/2023 17:05;4;18/04/2023 09:06;19/04/2023 23:59;18/04/2023 16:05;19/04/2023 12:46;CBW;CBW;SEI;;Standard;EWX;1656375;;PR;Em procedimento de retorno
1323221409455-01;Governador Valadares;5249914071;12/04/2023 16:15;17/04/2023 13:00;4;20/04/2023 09:44;19/04/2023 23:59;18/04/2023 19:17;28/04/2023 17:25;GVR;GVR;SEI;;Standard;EWX;1688981;;MG;Em procedimento de retorno
1323181409365-01;Catalão;5249914128;10/04/2023 17:04;13/04/2023 17:11;4;14/04/2023 16:51;17/04/2023 23:59;14/04/2023 17:19;19/04/2023 13:22;TLZ;TLZ;SEI;;Standard;EWX;1663675;;GO;Em procedimento de retorno
1324021410351-01;Londrina;5254710576;11/04/2023 15:38;14/04/2023 07:49;4;17/04/2023 11:29;18/04/2023 23:59;14/04/2023 15:28;29/04/2023 18:21;LDB;LDB;SEI;;Standard;EWX;1654255;;PR;Em procedimento de retorno
1323941410241-01;Cambé;5254710645;14/04/2023 17:47;19/04/2023 12:24;4;20/04/2023 14:52;24/04/2023 23:59;20/04/2023 20:34;24/04/2023 10:35;APC;APC;SEI;;Standard;EWX;1671044;;PR;Em procedimento de retorno
1323901410186-01;São João Del Rei;5254710678;11/04/2023 15:39;15/04/2023 08:40;4;17/04/2023 10:09;18/04/2023 23:59;17/04/2023 12:58;21/04/2023 07:57;SJD;SJD;SEI;;Standard;EWX;1672781;;MG;Em procedimento de retorno
